585	NW_001849832.1	0	920	NW_001849832.1.0	5	184	0	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	184	6620	329200
585	NW_001849833.1	0	940	NW_001849833.1.1	5	188	184	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	188	7340	377200
585	NW_001849834.1	0	895	NW_001849834.1.2	5	179	372	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	179	7460	347600
585	NW_001849835.1	0	1090	NW_001849835.1.3	5	218	551	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	218	11380	670800
585	NW_001849836.1	0	1115	NW_001849836.1.4	5	223	769	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	223	10760	611200
585	NW_001849837.1	0	1155	NW_001849837.1.5	5	231	992	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	231	6880	312800
585	NW_001849838.1	0	2020	NW_001849838.1.6	5	404	1223	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	404	18840	1.0496e+06
585	NW_001849839.1	0	2175	NW_001849839.1.7	5	435	1627	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	435	20460	1.166e+06
585	NW_001849840.1	0	1780	NW_001849840.1.8	5	356	2062	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	356	17900	1.062e+06
585	NW_001849841.1	0	5100	NW_001849841.1.9	5	1020	2418	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	1020	51960	3.0664e+06
585	NW_001849842.1	0	5120	NW_001849842.1.10	5	1024	3438	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	1024	49320	2.8464e+06
585	NW_001849842.1	5120	6135	NW_001849842.1.11	5	203	4462	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	203	8900	495600
585	NW_001849843.1	0	5120	NW_001849843.1.12	5	1024	4665	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	1024	49720	2.8896e+06
585	NW_001849843.1	5120	6495	NW_001849843.1.13	5	275	5689	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	275	13680	790400
585	NW_001849844.1	0	3015	NW_001849844.1.14	5	603	5964	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	603	30760	1.8528e+06
585	NW_001849845.1	0	4745	NW_001849845.1.15	5	949	6567	/gbdb/malGlo1/wib//gbdb/malGlo1/bed/gc5Base/gc5Base.wib	0	100	949	47780	2.7884e+06
